City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,sokoni,-6.4333,39.55,26.47,79,64,4.34,TZ,1669254893
83,menongue,-14.6585,17.691,16.89,91,100,1.63,AO,1669254606
84,alpena,45.0617,-83.4327,2.14,99,1,2.76,US,1669254894
85,timizart,36.8,4.2667,16.12,72,71,2.81,DZ,1669254894
86,isangel,-19.55,169.2667,31.06,74,34,3.6,VU,1669254768
87,sindor,62.8629,51.8905,-20.26,99,65,1.57,RU,1669254895
88,tasiilaq,65.6145,-37.6368,-6.2,67,80,3.96,GL,1669254896
89,nadadores,27.05,-101.6,15.13,76,40,2.02,MX,1669254897
90,gushikawa,26.3544,127.8686,22.57,96,75,4.12,JP,1669254897
91,kaitangata,-46.2817,169.8464,14.55,45,87,6.02,NZ,1669254898
92,klaksvik,62.2266,-6.589,8.51,90,100,16.07,FO,1669254898
93,puerto ayora,-0.7393,-90.3518,20.31,97,58,1.34,EC,1669254651
94,blackwater,-23.5833,148.8833,29.2,19,95,3.62,AU,1669254899
95,pevek,69.7008,170.3133,-31.9,96,100,0.45,RU,1669254900
96,saint-francois,46.4154,3.9054,6.69,81,100,2.57,FR,1669254900
97,qaanaaq,77.484,-69.3632,-11.59,89,87,1.03,GL,1669254901
98,east london,-33.0153,27.9116,19.72,78,77,8.32,ZA,1669254808
99,caravelas,-17.7125,-39.2481,23.04,90,100,2.36,BR,1669254903
100,kimbe,-5.5502,150.1429,32.5,53,5,3.35,PG,1669254903
101,cidreira,-30.1811,-50.2056,18.57,76,7,1.97,BR,1669254904
102,coihueco,-36.6167,-71.8333,22.41,53,0,5.66,CL,1669254905
103,talaya,61.3833,152.75,-25.47,93,100,2.45,RU,1669254905
104,maumere,-8.6199,122.2111,29.02,63,98,1.02,ID,1669254906
105,balaipungut,1.05,101.2833,28.09,68,76,1.49,ID,1669254907
106,bangolo,7.0069,-7.475,22.14,75,88,0.56,CI,1669254907
107,cherskiy,68.75,161.3,-34.35,98,99,1.24,RU,1669254908
108,kavieng,-2.5744,150.7967,29.88,59,90,4.0,PG,1669254909
109,sao filipe,14.8961,-24.4956,25.11,65,100,4.51,CV,1669254909
110,hasaki,35.7333,140.8333,19.05,58,2,10.67,JP,1669254910
111,mount gambier,-37.8333,140.7667,17.03,51,60,3.04,AU,1669254879
112,grand gaube,-20.0064,57.6608,24.22,77,40,1.34,MU,1669254911
113,langsa,4.4683,97.9683,27.0,79,93,0.34,ID,1669254912
114,suntar,62.1444,117.6319,-35.21,99,82,0.38,RU,1669254912
115,port elizabeth,-33.918,25.5701,18.39,80,20,2.06,ZA,1669254913
116,katsuura,35.1333,140.3,17.52,58,6,7.18,JP,1669254914
117,castro,-24.7911,-50.0119,16.83,89,7,0.81,BR,1669254837
118,karagaylinskiy,54.172,86.5521,-21.65,94,75,2.87,RU,1669254915
119,bowmore,34.9421,-79.3031,13.27,66,1,2.87,US,1669254916
120,nichinan,31.6,131.3667,15.82,65,48,1.62,JP,1669254916
121,sitka,57.0531,-135.33,8.94,76,100,9.77,US,1669254796
122,laguna de duero,41.5815,-4.7233,7.19,90,40,3.09,ES,1669254917
123,vestmannaeyjar,63.4427,-20.2734,6.46,64,100,8.58,IS,1669254872
124,port alfred,-33.5906,26.891,18.99,83,47,1.34,ZA,1669254919
125,tari,12.4086,4.4914,20.87,18,1,4.57,NG,1669254920
126,cabo san lucas,22.8909,-109.9124,24.17,64,59,2.46,MX,1669254920
127,marabba,12.35,32.1833,24.42,30,1,3.89,SD,1669254921
128,colares,38.7992,-9.4469,17.96,94,55,2.24,PT,1669254922
129,clyde river,70.4692,-68.5914,-19.87,65,100,1.03,CA,1669254923
130,srednekolymsk,67.45,153.6833,-31.71,99,100,1.77,RU,1669254923
131,lorengau,-2.0226,147.2712,30.17,63,97,4.65,PG,1669254924
132,lazaro cardenas,17.9583,-102.2,25.69,81,54,1.48,MX,1669254925
133,suifenhe,44.4,131.1667,-2.88,73,77,1.15,CN,1669254925
134,haines junction,60.7522,-137.5108,-3.03,93,100,0.0,CA,1669254926
135,barrow,71.2906,-156.7887,-12.99,78,100,4.63,US,1669254927
136,kendari,-3.945,122.4989,30.85,65,97,1.0,ID,1669254927
137,bengkulu,-3.8004,102.2655,25.69,80,100,1.38,ID,1669254928
138,athabasca,54.7169,-113.2854,-3.77,81,75,3.06,CA,1669254929
139,tateyama,34.9833,139.8667,18.45,55,33,8.74,JP,1669254929
140,luderitz,-26.6481,15.1594,15.25,80,0,5.23,NA,1669254796
141,thompson,55.7435,-97.8558,-5.91,100,40,3.6,CA,1669254931
142,alta floresta,-9.8756,-56.0861,21.48,97,100,1.29,BR,1669254931
143,romitan,39.9343,64.3814,8.97,57,0,3.09,UZ,1669254932
144,betma,22.6833,75.6167,12.12,66,15,3.09,IN,1669254933
145,jinchang,38.4953,102.1739,5.24,25,3,1.72,CN,1669254933
146,tooele,40.5308,-112.2983,2.87,81,26,2.52,US,1669254777
147,ketchikan,55.3422,-131.6461,8.92,93,100,9.92,US,1669254835
148,biak,-0.9131,122.8766,28.44,66,100,0.68,ID,1669254935
149,chuy,-33.6971,-53.4616,15.42,71,5,2.88,UY,1669254936
150,deputatskiy,69.3,139.9,-35.17,99,92,1.4,RU,1669254936
151,hobyo,5.3505,48.5268,25.68,74,3,4.18,SO,1669254937
152,aleksandrov gay,50.147,48.5704,3.03,83,100,7.5,RU,1669254938
153,saldanha,-33.0117,17.9442,16.03,84,87,3.53,ZA,1669254847
154,tiksi,71.6872,128.8694,-32.84,100,100,1.62,RU,1669254939
155,ola,59.5833,151.2833,-18.81,79,53,4.39,RU,1669254940
156,nome,64.5011,-165.4064,-5.96,86,100,0.0,US,1669254387
157,ulladulla,-35.35,150.4667,19.27,62,20,4.28,AU,1669254941
158,hervey bay,-25.2986,152.8535,27.79,39,96,5.81,AU,1669254941
159,shahrud,36.4182,54.9763,7.17,36,100,0.3,IR,1669254942
160,conde,-7.2597,-34.9075,24.7,83,40,1.54,BR,1669254942
161,moa,20.6569,-74.9403,25.79,86,100,4.45,CU,1669254943
162,trofors,65.5333,13.4063,-5.07,87,17,3.21,NO,1669254944
163,gitarama,-2.0744,29.7567,15.7,94,80,0.88,RW,1669254944
164,misratah,32.3754,15.0925,18.34,48,0,6.31,LY,1669254945
165,vostok,46.4856,135.8833,-4.8,60,5,1.22,RU,1669254945
166,corinto,37.9407,22.9573,12.72,71,1,3.06,GR,1669254946
167,baykit,61.67,96.37,-23.43,98,100,1.1,RU,1669254947
168,douglas,41.3,-96.167,9.81,78,0,3.6,US,1669254662
169,ust-ordynskiy,52.805,104.7508,-10.62,56,100,6.28,RU,1669254948
170,port-cartier,50.0334,-66.8654,-7.18,71,3,7.68,CA,1669254948
171,sinjai,-5.1241,120.253,30.29,65,76,1.8,ID,1669254949
172,guanica,17.9716,-66.908,25.66,90,0,3.1,PR,1669254949
173,coquimbo,-29.9533,-71.3436,14.85,88,20,2.57,CL,1669254950
174,luanda,-8.8368,13.2343,26.0,89,40,3.09,AO,1669254951
175,tsogni,-2.7942,10.0988,24.49,88,69,2.13,GA,1669254951
176,provideniya,64.3833,-173.3,-6.94,73,100,4.02,RU,1669254952
177,touros,-5.1989,-35.4608,25.64,75,10,5.02,BR,1669254689
178,arraial do cabo,-22.9661,-42.0278,23.12,91,100,10.65,BR,1669254944
179,constitucion,-35.3333,-72.4167,14.79,86,22,7.14,CL,1669254881
180,esperance,-33.8667,121.9,23.59,57,59,7.45,AU,1669254954
181,hearst,49.6835,-83.6665,0.14,95,100,2.88,CA,1669254782
182,nanortalik,60.1432,-45.2371,-0.52,73,99,4.2,GL,1669254876
183,sibolga,1.7427,98.7792,26.39,81,73,0.81,ID,1669254955
184,san patricio,28.017,-97.5169,20.92,96,95,3.72,US,1669254956
185,nova ushytsya,48.8372,27.2743,2.54,100,100,2.52,UA,1669254956
186,becsehely,46.4476,16.7771,4.64,97,100,1.82,HU,1669254957
187,robertsport,6.7533,-11.3686,26.44,79,100,0.29,LR,1669254957
188,aloleng,16.1307,119.7824,29.37,71,85,1.5,PH,1669254958
189,corby,52.4964,-0.6894,6.78,87,40,6.17,GB,1669254958
190,hami,42.8,93.45,1.12,51,99,2.3,CN,1669254959
191,kodiak,57.79,-152.4072,0.73,86,100,8.23,US,1669254878
192,tabou,4.423,-7.3528,25.55,85,27,2.25,CI,1669254960
193,ancud,-41.8697,-73.8203,10.06,90,54,2.35,CL,1669254961
194,port hardy,50.6996,-127.4199,8.1,87,75,8.75,CA,1669254962
195,romilly-sur-seine,48.5108,3.7263,8.57,89,100,6.28,FR,1669254963
196,ixtapa,20.7,-105.2,24.57,80,100,0.8,MX,1669254963
197,victor harbor,-35.5667,138.6167,21.49,65,68,3.3,AU,1669254964
198,ponta delgada,37.7333,-25.6667,17.4,72,40,4.63,PT,1669254811
199,guilin,25.2819,110.2864,17.06,76,96,3.73,CN,1669254965
200,ballina,-28.8667,153.5667,27.79,62,100,3.63,AU,1669254966
201,khash,28.2211,61.2158,9.13,14,80,1.0,IR,1669254966
202,bathsheba,13.2167,-59.5167,26.34,83,75,9.77,BB,1669254967
203,pacific grove,36.6177,-121.9166,15.3,81,95,4.92,US,1669254968
204,samarai,-10.6167,150.6667,30.04,67,0,6.08,PG,1669254968
205,valparaiso,-33.0393,-71.6273,16.93,100,75,3.09,CL,1669254692
206,dingle,10.9995,122.6711,29.31,75,75,4.83,PH,1669254969
207,korla,41.7597,86.1469,2.25,39,0,2.37,CN,1669254970
208,storslett,69.7678,21.0247,-6.0,63,43,7.2,NO,1669254971
209,skovorodino,53.9833,123.9167,-15.52,86,100,1.28,RU,1669254972
210,porto novo,6.4965,2.6036,26.9,85,21,0.9,BJ,1669254972
211,ballater,57.0493,-3.0402,6.83,85,94,4.21,GB,1669254973
212,progreso,21.2833,-89.6667,26.17,85,37,3.18,MX,1669254974
213,charlestown,-32.95,151.6667,27.23,56,0,2.68,AU,1669254974
214,la ronge,55.1001,-105.2842,1.14,64,0,3.09,CA,1669254975
215,saint-joseph,-21.3667,55.6167,25.26,81,18,3.56,RE,1669254976
216,san quintin,30.4833,-115.95,15.57,66,0,3.49,MX,1669254976
217,karsava,56.7841,27.6883,-6.64,97,97,1.37,LV,1669254977
218,saint george,37.1041,-113.5841,11.25,33,59,0.89,US,1669254978
219,baghdad,33.3406,44.4009,15.95,67,52,1.03,IQ,1669254978
220,burhaniye,39.5004,26.9727,11.95,100,75,2.57,TR,1669254979
221,karaton,-6.3424,106.1045,26.83,79,95,3.18,ID,1669254980
222,ambon,-3.6954,128.1814,30.08,74,20,2.57,ID,1669254980
223,kapaa,22.0752,-159.319,26.99,74,12,1.34,US,1669254981
224,torbay,47.6666,-52.7314,0.98,90,100,7.2,CA,1669254981
225,torquay,50.4638,-3.5143,9.36,85,1,3.13,GB,1669254982
226,orange cove,36.6244,-119.3137,13.67,62,0,0.0,US,1669254983
227,lillooet,50.6856,-121.942,3.56,94,100,2.4,CA,1669254983
228,phalombe,-15.8064,35.6507,19.22,90,93,0.86,MW,1669254984
229,victoria,22.2855,114.1577,23.31,91,100,7.15,HK,1669254985
230,dalmatovo,56.26,62.9362,-10.55,89,100,5.11,RU,1669254985
231,atherton,53.5237,-2.4935,8.01,90,27,0.89,GB,1669254986
232,mahebourg,-20.4081,57.7,24.16,83,40,3.09,MU,1669254987
233,kannangad,12.3081,75.1063,24.43,87,96,1.67,IN,1669254987
234,baherden,38.4362,57.4316,14.17,47,100,1.02,TM,1669254988
235,alofi,-19.0595,-169.9187,28.94,61,75,5.14,NU,1669254988
236,cedar city,37.6775,-113.0619,1.89,47,3,3.82,US,1669254989
237,biloela,-24.4167,150.5,24.54,30,100,1.82,AU,1669254990
238,demak,-6.8909,110.6396,28.98,74,100,3.54,ID,1669254990
239,sarandi,-23.4436,-51.8739,22.75,78,0,3.6,BR,1669254991
240,caceres,39.522,-6.3748,11.28,95,47,1.15,ES,1669254991
241,olafsvik,64.8945,-23.7142,3.56,84,100,17.68,IS,1669254992
242,khatanga,71.9667,102.5,-40.45,100,57,1.28,RU,1669254993
243,barranca,-10.75,-77.7667,18.71,85,17,2.53,PE,1669254993
244,usinsk,65.9939,57.5281,-18.34,100,93,2.95,RU,1669254994
245,kenai,60.5544,-151.2583,-1.03,95,0,0.0,US,1669254994
246,dunedin,-45.8742,170.5036,13.22,67,79,4.92,NZ,1669254924
247,tyukhtet,56.5389,89.3011,-21.58,91,100,5.03,RU,1669254995
248,lata,40.1629,-8.3327,13.93,91,100,1.94,PT,1669254996
249,mokrousovo,55.8103,66.7653,-12.24,82,100,3.89,RU,1669254997
250,karratha,-20.7377,116.8463,30.69,38,84,3.34,AU,1669254997
251,ko samui,9.5357,99.9357,26.95,83,20,2.57,TH,1669254998
252,pangnirtung,66.1451,-65.7125,-18.73,65,10,2.74,CA,1669254998
253,mabaruma,8.2,-59.7833,23.22,98,100,1.36,GY,1669254999
254,pimentel,-6.8367,-79.9342,18.42,84,5,4.98,PE,1669255000
255,urubicha,-15.3833,-62.95,24.11,62,32,0.76,BO,1669255000
256,kasongo-lunda,-6.4667,16.8167,19.69,98,91,0.16,CD,1669255001
257,ponta do sol,32.6667,-17.1,19.45,68,33,2.51,PT,1669255001
258,codrington,-38.2667,141.9667,14.61,68,99,3.67,AU,1669255002
259,dwarka,22.2394,68.9678,24.15,47,6,3.25,IN,1669255003
260,kahului,20.8947,-156.47,26.02,76,63,4.02,US,1669255003
261,fortuna,40.5982,-124.1573,9.99,89,0,0.0,US,1669255004
262,ellensburg,46.9965,-120.5479,4.04,79,0,0.45,US,1669254773
263,sangar,63.9242,127.4739,-30.24,97,96,0.36,RU,1669255005
264,mitchell,43.7094,-98.0298,3.39,65,98,2.24,US,1669255005
265,kudahuvadhoo,2.6708,72.8944,27.49,74,98,6.58,MV,1669255006
266,sakhnovshchyna,49.1517,35.872,0.74,80,100,3.5,UA,1669255006
267,benjamin hill,30.1667,-111.1,15.55,28,0,3.5,MX,1669255007
268,chicama,-7.8447,-79.1469,17.3,80,5,2.19,PE,1669255008
269,aden,12.7794,45.0367,26.09,72,0,7.88,YE,1669254805
270,comodoro rivadavia,-45.8667,-67.5,17.92,29,0,15.43,AR,1669254814
271,bambous virieux,-20.3428,57.7575,24.14,83,40,3.09,MU,1669255009
272,uglich,57.5275,38.3317,-6.24,95,100,2.67,RU,1669255010
273,fukue,32.6881,128.8419,17.2,67,40,3.6,JP,1669255010
274,victoria point,-27.5833,153.3,31.2,52,92,0.89,AU,1669255011
275,chokurdakh,70.6333,147.9167,-34.43,100,69,2.12,RU,1669255012
276,ostrovnoy,68.0531,39.5131,-4.72,84,94,2.69,RU,1669255012
277,wattegama,6.7989,81.4808,24.77,82,99,0.45,LK,1669255013
278,visnes,59.3556,5.2242,9.01,57,40,11.32,NO,1669255013
279,porvoo,60.3923,25.6651,-4.87,93,100,3.96,FI,1669255014
280,te anau,-45.4167,167.7167,12.29,60,72,3.0,NZ,1669255015
281,marawi,7.9986,124.2928,27.04,65,66,1.48,PH,1669255015
282,kassala,15.451,36.4,24.97,31,0,3.2,SD,1669255016
283,kibaya,-5.3,36.5667,14.42,97,78,1.3,TZ,1669255016
284,develi,38.3906,35.4922,1.64,85,61,3.45,TR,1669255018
285,naron,43.5167,-8.1528,13.34,83,73,6.18,ES,1669255018
286,salinas,36.6777,-121.6555,16.45,61,89,1.33,US,1669254869
287,jamestown,42.097,-79.2353,4.8,54,0,1.54,US,1669254820
288,oromocto,45.8351,-66.4792,-4.92,51,0,6.17,CA,1669255019
289,vilyuysk,63.7553,121.6247,-35.46,100,97,0.61,RU,1669255020
290,tongliao,43.6125,122.2653,0.85,50,77,2.36,CN,1669255021
291,pangai,-19.8,-174.35,29.06,61,20,4.12,TO,1669255021
292,awjilah,29.1081,21.2869,14.66,63,4,4.1,LY,1669254938
293,kijang,35.2442,129.2139,12.85,31,100,0.87,KR,1669255022
294,ust-omchug,61.15,149.6333,-22.02,94,100,2.88,RU,1669255024
295,edson,53.5835,-116.4356,1.08,60,40,0.0,CA,1669255024
296,noshiro,40.2039,140.0242,10.46,69,38,1.46,JP,1669254961
297,key west,24.5557,-81.7826,29.0,93,40,4.63,US,1669255026
298,porto tolle,44.9497,12.3245,9.09,75,67,3.29,IT,1669255026
299,autazes,-3.5797,-59.1306,24.24,89,96,0.72,BR,1669255027
300,ust-koksa,50.2696,85.6108,-22.28,94,67,0.58,RU,1669255028
301,ndungu,-4.3667,38.05,20.26,94,62,1.41,TZ,1669255029
302,gorontalo,0.5412,123.0595,31.89,58,51,0.76,ID,1669255030
303,panalingaan,8.7842,117.4231,28.58,71,100,0.8,PH,1669255030
304,fort beaufort,-32.7748,26.6338,16.85,84,95,0.46,ZA,1669255031
305,chernyshevskiy,63.0128,112.4714,-32.27,99,100,0.88,RU,1669255032
306,northam,51.0333,-4.2167,10.14,76,6,10.15,GB,1669255032
307,maniitsoq,65.4167,-52.9,-1.81,56,92,2.78,GL,1669254948
308,aldan,58.6031,125.3894,-20.29,97,100,0.73,RU,1669255033
309,miri,4.4148,114.0089,24.08,94,40,1.03,MY,1669255034
310,roald,62.5833,6.1333,7.51,53,100,7.72,NO,1669255035
311,maceio,-9.6658,-35.7353,22.69,94,0,1.54,BR,1669255035
312,shache,38.4167,77.2406,8.65,18,8,2.24,CN,1669255036
313,auki,-8.7676,160.7034,30.75,60,56,1.4,SB,1669255037
314,kathmandu,27.7167,85.3167,10.12,93,20,1.54,NP,1669254425
315,sulangan,11.1373,123.7228,28.14,78,40,4.49,PH,1669255038
316,acapulco,16.8634,-99.8901,25.83,83,97,1.88,MX,1669254851
317,los llanos de aridane,28.6585,-17.9182,18.86,87,100,3.6,ES,1669254978
318,camargo,27.6667,-105.1667,18.65,31,100,2.61,MX,1669255040
319,myitkyina,25.3833,97.4,19.01,53,5,1.13,MM,1669255040
320,wageningen,51.9667,5.6667,8.3,90,100,4.63,NL,1669255041
321,nyzhnya krynka,48.1135,38.1606,2.65,71,100,2.24,UA,1669255042
322,yar-sale,66.8333,70.8333,-25.86,100,98,1.76,RU,1669255042
323,shimoda,34.6667,138.95,20.61,74,72,3.0,JP,1669255043
324,fos-sur-mer,43.4377,4.9446,10.82,87,0,3.6,FR,1669255044
325,phan thiet,10.9333,108.1,27.9,75,80,3.53,VN,1669255044
326,baoro,5.6667,15.9667,19.44,36,7,1.46,CF,1669255045
327,atar,20.5169,-13.0499,18.96,14,0,3.53,MR,1669255046
328,peniche,39.3558,-9.3811,16.83,94,100,4.99,PT,1669255046
329,morada nova,-5.1067,-38.3725,25.31,75,9,3.56,BR,1669255047
330,mayo,38.8876,-76.5119,9.16,65,0,0.0,US,1669255048
331,ilulissat,69.2167,-51.1,-15.44,81,13,2.19,GL,1669255048
332,hofn,64.2539,-15.2082,6.26,92,100,11.83,IS,1669255049
333,yining,29.0361,114.5636,17.99,67,67,0.64,CN,1669255049
334,komsomolskiy,40.4272,71.7189,3.4,81,97,3.09,UZ,1669255020
335,asau,46.4333,26.4,0.71,94,42,1.76,RO,1669255050
336,manicore,-5.8092,-61.3003,23.61,88,90,0.67,BR,1669255051
337,marzuq,14.4,46.4667,15.08,77,0,0.78,YE,1669255052
338,saint-raphael,19.4333,-72.2,21.27,95,33,1.28,HT,1669255052
339,neka,36.6508,53.299,13.36,72,98,2.25,IR,1669255053
340,narsaq,60.9167,-46.05,-1.83,67,93,5.27,GL,1669255053
341,elk city,35.412,-99.4043,11.12,93,100,5.66,US,1669255054
342,copiapo,-27.3667,-70.3333,13.83,54,1,0.43,CL,1669255055
343,dillon,34.4166,-79.3712,14.38,44,11,3.14,US,1669255055
344,sisimiut,66.9395,-53.6735,-7.77,85,18,5.16,GL,1669255056
345,kurchum,48.5722,83.6542,-20.94,93,30,1.85,KZ,1669255056
346,kaabong,3.4836,34.1492,17.88,73,38,1.73,UG,1669254955
347,marrakesh,31.6315,-8.0083,13.04,58,0,2.57,MA,1669255012
348,ulaanbaatar,47.9077,106.8832,-17.93,78,40,1.0,MN,1669254923
349,antofagasta,-23.65,-70.4,17.91,74,19,0.48,CL,1669255058
350,hilo,19.7297,-155.09,25.69,87,36,1.79,US,1669255059
351,belaya gora,68.5333,146.4167,-34.98,100,100,1.01,RU,1669255059
352,manzhouli,49.6,117.4333,-12.89,91,100,3.07,CN,1669255060
353,iralaya,15.0,-83.2333,25.41,87,18,3.14,HN,1669255060
354,ternate,0.8,127.4,28.79,72,98,0.49,ID,1669255061
355,broken hill,-31.95,141.4333,24.19,26,50,1.31,AU,1669254909
356,solano,38.2333,-121.9511,16.97,57,99,0.77,US,1669255062
357,kushiro,42.975,144.3747,6.53,100,75,3.6,JP,1669254811
358,itarema,-2.9248,-39.9167,25.93,75,35,6.75,BR,1669255063
359,acucena,-19.0731,-42.5464,22.29,98,100,0.5,BR,1669255064
360,novo aripuana,-5.1206,-60.3797,23.4,90,62,0.95,BR,1669255064
361,jojoima,7.8792,-10.7878,20.25,75,65,0.33,SL,1669255065
362,byron bay,-28.65,153.6167,27.75,56,100,4.05,AU,1669255065
363,aklavik,68.2191,-135.0107,-14.75,97,97,2.24,CA,1669255066
364,yerofey pavlovich,53.9667,121.9667,-14.68,89,100,1.02,RU,1669255067
365,ukiah,39.1502,-123.2078,15.47,66,89,0.89,US,1669255019
366,quthing,-30.4,27.7003,16.11,61,0,1.96,LS,1669255067
367,bull savanna,17.8868,-77.5902,24.38,84,41,3.52,JM,1669255068
